Texto,Precio_Kg,Precio_Lt
139 Oaxaca San Pedro Mártir Yucuxaco ,19.70,10.64
139 Oaxaca San Pedro Molinos ,19.70,10.64
139 Oaxaca San Pedro Teozacoalco ,19.70,10.64
139 Oaxaca San Pedro Tidaá ,19.70,10.64
139 Oaxaca San Pedro Topiltepec ,19.70,10.64
139 Oaxaca San Pedro y San Pablo Teposcolula ,19.70,10.64
139 Oaxaca San Pedro Yucunama ,19.70,10.64
139 Oaxaca San Vicente Nuñú ,19.70,10.64
139 Oaxaca Santa Catarina Tayata ,19.70,10.64
139 Oaxaca Santa Catarina Ticuá ,19.70,10.64
139 Oaxaca Santa Catarina Yosonotú ,19.70,10.64
139 Oaxaca Santa Cruz Nundaco ,19.70,10.64
139 Oaxaca Santa Cruz Tacahua ,19.70,10.64
139 Oaxaca Santa Cruz Tayata ,19.70,10.64
139 Oaxaca Santa María Apazco ,19.70,10.64
139 Oaxaca Santa María Chachoápam ,19.70,10.64
139 Oaxaca Santa María del Rosario ,19.70,10.64
139 Oaxaca Santa María Nduayaco ,19.70,10.64
139 Oaxaca Santa María Tataltepec ,19.70,10.64
139 Oaxaca Santa María Yolotepec ,19.70,10.64
139 Oaxaca Santa María Yosoyúa ,19.70,10.64
139 Oaxaca Santiago Huauclilla ,19.70,10.64
139 Oaxaca Santiago Nejapilla ,19.70,10.64
139 Oaxaca Santiago Nundiche ,19.70,10.64
139 Oaxaca Santiago Tilantongo ,19.70,10.64
139 Oaxaca Santiago Tillo ,19.70,10.64
139 Oaxaca Santiago Yolomécatl ,19.70,10.64
139 Oaxaca Santiago Yosondúa ,19.70,10.64
139 Oaxaca Santo Domingo Ixcatlán ,19.70,10.64
139 Oaxaca Santo Domingo Tlatayápam ,19.70,10.64
139 Oaxaca Santo Domingo Yanhuitlán ,19.70,10.64
139 Oaxaca Yutanduchi de Guerrero ,19.70,10.64
140 Oaxaca Eloxochitlán de Flores Magón ,19.13,10.33
140 Oaxaca Huautepec ,19.13,10.33
140 Oaxaca Huautla de Jiménez ,19.13,10.33
140 Oaxaca San Antonio Nanahuatípam ,19.13,10.33
140 Oaxaca San Francisco Huehuetlán ,19.13,10.33
140 Oaxaca San Jerónimo Tecóatl ,19.13,10.33
140 Oaxaca San Juan de los Cués ,19.13,10.33
140 Oaxaca San Lorenzo Cuaunecuiltitla ,19.13,10.33
140 Oaxaca San Lucas Zoquiápam ,19.13,10.33
140 Oaxaca San Martín Toxpalan ,19.13,10.33
140 Oaxaca San Mateo Yoloxochitlán ,19.13,10.33
140 Oaxaca San Pedro Ocopetatillo ,19.13,10.33
140 Oaxaca Santa Ana Ateixtlahuaca ,19.13,10.33
140 Oaxaca Santa Cruz Acatepec ,19.13,10.33
140 Oaxaca Santa María Chilchotla ,19.13,10.33
140 Oaxaca Santa María la Asunción ,19.13,10.33
140 Oaxaca Santa María Teopoxco ,19.13,10.33
140 Oaxaca Santiago Texcalcingo ,19.13,10.33
140 Oaxaca Teotitlán de Flores Magón ,19.13,10.33
140 Oaxaca Concepción Pápalo ,19.13,10.33
140 Oaxaca Cuyamecalco Villa de Zaragoza ,19.13,10.33
140 Oaxaca Mazatlán Villa de Flores ,19.13,10.33
140 Oaxaca San Juan Bautista Cuicatlán ,19.13,10.33
140 Oaxaca San Juan Quiotepec ,19.13,10.33
140 Oaxaca San Juan Tepeuxila ,19.13,10.33
140 Oaxaca San Miguel Huautla ,19.13,10.33
140 Oaxaca San Miguel Santa Flor ,19.13,10.33
140 Oaxaca San Pablo Macuiltianguis ,19.13,10.33
140 Oaxaca San Pedro Jaltepetongo ,19.13,10.33
140 Oaxaca San Pedro Jocotipac ,19.13,10.33
140 Oaxaca San Pedro Yólox ,19.13,10.33
140 Oaxaca Santa Ana Cuauhtémoc ,19.13,10.33
140 Oaxaca Santa María Ixcatlán ,19.13,10.33
140 Oaxaca Santa María Pápalo ,19.13,10.33
140 Oaxaca Santa María Tecomavaca ,19.13,10.33
140 Oaxaca Santa María Texcatitlán ,19.13,10.33
140 Oaxaca Santiago Apoala ,19.13,10.33
140 Oaxaca Santiago Comaltepec ,19.13,10.33
140 Oaxaca Santos Reyes Pápalo ,19.13,10.33
140 Oaxaca Valerio Trujano ,19.13,10.33
141 Chiapas Arriaga ,19.84,10.71
141 Oaxaca Asunción Ixtaltepec ,19.84,10.71
141 Oaxaca Asunción Tlacolulita ,19.84,10.71
141 Oaxaca Chahuites ,19.84,10.71
141 Oaxaca Ciudad Ixtepec ,19.84,10.71
141 Oaxaca El Espinal ,19.84,10.71
141 Oaxaca Juchitán de Zaragoza ,19.84,10.71
141 Oaxaca Magdalena Tequisistlán ,19.84,10.71
141 Oaxaca Magdalena Tlacotepec ,19.84,10.71
141 Oaxaca Reforma de Pineda ,19.84,10.71
141 Oaxaca San Dionisio del Mar ,19.84,10.71
141 Oaxaca San Francisco del Mar ,19.84,10.71
141 Oaxaca San Francisco Ixhuatán ,19.84,10.71
141 Oaxaca San Miguel Chimalapa ,19.84,10.71
141 Oaxaca San Miguel Tenango ,19.84,10.71
141 Oaxaca San Pedro Comitancillo ,19.84,10.71
141 Oaxaca San Pedro Huamelula ,19.84,10.71
141 Oaxaca San Pedro Tapanatepec ,19.84,10.71
141 Oaxaca Santa María Ecatepec ,19.84,10.71
141 Oaxaca Santa María Jalapa del Marqués ,19.84,10.71
141 Oaxaca Santa María Mixtequilla ,19.84,10.71
141 Oaxaca Santa María Xadani ,19.84,10.71
141 Oaxaca Santiago Astata ,19.84,10.71
141 Oaxaca Santiago Laollaga ,19.84,10.71
141 Oaxaca Santiago Niltepec ,19.84,10.71
141 Oaxaca Santo Domingo Chihuitán ,19.84,10.71
141 Oaxaca Santo Domingo Ingenio ,19.84,10.71
141 Oaxaca Santo Domingo Tehuantepec ,19.84,10.71
141 Oaxaca Santo Domingo Zanatepec ,19.84,10.71
141 Oaxaca Unión Hidalgo ,19.84,10.71
142 Oaxaca El Barrio de la Soledad ,19.82,10.71
142 Oaxaca Guevea de Humboldt ,19.82,10.71
142 Oaxaca Matías Romero Avendaño ,19.82,10.71
142 Oaxaca San Juan Cotzocón ,19.82,10.71
142 Oaxaca San Juan Guichicovi ,19.82,10.71
142 Oaxaca San Juan Mazatlán ,19.82,10.71
142 Oaxaca Santa María Chimalapa ,19.82,10.71
142 Oaxaca Santa María Guienagati ,19.82,10.71
142 Oaxaca Santa María Petapa ,19.82,10.71
142 Oaxaca Santa María Totolapilla ,19.82,10.71
142 Oaxaca Santiago Lachiguiri ,19.82,10.71
142 Oaxaca Santiago Yaveo ,19.82,10.71
142 Oaxaca Santo Domingo Petapa ,19.82,10.71
142 Veracruz de Ignacio de la Llave Uxpanapa ,19.82,10.71
143 Oaxaca Ánimas Trujano ,19.62,10.59
143 Oaxaca Asunción Cacalotepec ,19.62,10.59
143 Oaxaca Asunción Ocotlán ,19.62,10.59
143 Oaxaca Ayoquezco de Aldama ,19.62,10.59
143 Oaxaca Ciénega de Zimatlán ,19.62,10.59
143 Oaxaca Coatecas Altas ,19.62,10.59
143 Oaxaca Cuilápam de Guerrero ,19.62,10.59
143 Oaxaca Guadalupe Etla ,19.62,10.59
143 Oaxaca Heroica Ciudad de Ejutla de Crespo ,19.62,10.59
143 Oaxaca La Compañía ,19.62,10.59
143 Oaxaca La Pe ,19.62,10.59
143 Oaxaca Magdalena Apasco ,19.62,10.59
143 Oaxaca Magdalena Mixtepec ,19.62,10.59
143 Oaxaca Magdalena Ocotlán ,19.62,10.59
143 Oaxaca Magdalena Teitipac ,19.62,10.59
143 Oaxaca Mixistlán de la Reforma ,19.62,10.59
143 Oaxaca Nazareno Etla ,19.62,10.59
143 Oaxaca Nuevo Zoquiápam ,19.62,10.59
143 Oaxaca Oaxaca de Juárez ,19.62,10.59
143 Oaxaca Ocotlán de Morelos ,19.62,10.59
143 Oaxaca Reyes Etla ,19.62,10.59
143 Oaxaca Rojas de Cuauhtémoc ,19.62,10.59
143 Oaxaca San Agustín Amatengo ,19.62,10.59
143 Oaxaca San Agustín de las Juntas ,19.62,10.59
143 Oaxaca San Agustín Etla ,19.62,10.59
143 Oaxaca San Agustín Yatareni ,19.62,10.59
143 Oaxaca San Andrés Huayápam ,19.62,10.59
143 Oaxaca San Andrés Ixtlahuaca ,19.62,10.59
143 Oaxaca San Andrés Nuxiño ,19.62,10.59
143 Oaxaca San Andrés Solaga ,19.62,10.59
143 Oaxaca San Andrés Yaá ,19.62,10.59
143 Oaxaca San Andrés Zabache ,19.62,10.59
143 Oaxaca San Andrés Zautla ,19.62,10.59
143 Oaxaca San Antonino Castillo Velasco ,19.62,10.59
143 Oaxaca San Antonino el Alto ,19.62,10.59
143 Oaxaca San Antonio de la Cal ,19.62,10.59
143 Oaxaca San Antonio Huitepec ,19.62,10.59
143 Oaxaca San Baltazar Chichicápam ,19.62,10.59
143 Oaxaca San Baltazar Yatzachi el Bajo ,19.62,10.59
143 Oaxaca San Bartolo Coyotepec ,19.62,10.59
143 Oaxaca San Bartolomé Quialana ,19.62,10.59
143 Oaxaca San Bartolomé Zoogocho ,19.62,10.59
143 Oaxaca San Bernardo Mixtepec ,19.62,10.59
143 Oaxaca San Cristóbal Lachirioag ,19.62,10.59
143 Oaxaca San Dionisio Ocotepec ,19.62,10.59
143 Oaxaca San Dionisio Ocotlán ,19.62,10.59
143 Oaxaca San Felipe Tejalápam ,19.62,10.59
143 Oaxaca San Francisco Lachigoló ,19.62,10.59
143 Oaxaca San Francisco Sola ,19.62,10.59
143 Oaxaca San Francisco Telixtlahuaca ,19.62,10.59
143 Oaxaca San Ildefonso Sola ,19.62,10.59
143 Oaxaca San Ildefonso Villa Alta ,19.62,10.59
143 Oaxaca San Jacinto Amilpas ,19.62,10.59
143 Oaxaca San Jacinto Tlacotepec ,19.62,10.59
143 Oaxaca San Jerónimo Taviche ,19.62,10.59
143 Oaxaca San Jerónimo Tlacochahuaya ,19.62,10.59
143 Oaxaca San José del Progreso ,19.62,10.59
143 Oaxaca San Juan Bautista Atatlahuca ,19.62,10.59
143 Oaxaca San Juan Bautista Guelache ,19.62,10.59
143 Oaxaca San Juan Bautista Jayacatlán ,19.62,10.59
143 Oaxaca San Juan Chilateca ,19.62,10.59
143 Oaxaca San Juan Comaltepec ,19.62,10.59
143 Oaxaca San Juan del Estado ,19.62,10.59
143 Oaxaca San Juan del Río ,19.62,10.59
143 Oaxaca San Juan Guelavía ,19.62,10.59
143 Oaxaca San Juan Juquila Mixes ,19.62,10.59
143 Oaxaca San Juan Juquila Vijanos ,19.62,10.59
143 Oaxaca San Juan Lachigalla ,19.62,10.59
143 Oaxaca San Juan Petlapa ,19.62,10.59
143 Oaxaca San Juan Tabaá ,19.62,10.59
143 Oaxaca San Juan Tamazola ,19.62,10.59
143 Oaxaca San Juan Teitipac ,19.62,10.59
143 Oaxaca San Juan Yaeé ,19.62,10.59
143 Oaxaca San Juan Yatzona ,19.62,10.59
143 Oaxaca San Lorenzo Albarradas ,19.62,10.59
143 Oaxaca San Lorenzo Cacaotepec ,19.62,10.59
143 Oaxaca San Lorenzo Texmelúcan ,19.62,10.59
143 Oaxaca San Lucas Quiaviní ,19.62,10.59
143 Oaxaca San Martín de los Cansecos ,19.62,10.59
143 Oaxaca San Martín Lachilá ,19.62,10.59
143 Oaxaca San Martín Tilcajete ,19.62,10.59
143 Oaxaca San Melchor Betaza ,19.62,10.59
143 Oaxaca San Miguel Aloápam ,19.62,10.59
143 Oaxaca San Miguel Amatlán ,19.62,10.59
143 Oaxaca San Miguel del Río ,19.62,10.59
143 Oaxaca San Miguel Ejutla ,19.62,10.59
143 Oaxaca San Miguel Mixtepec ,19.62,10.59
143 Oaxaca San Miguel Peras ,19.62,10.59
143 Oaxaca San Miguel Piedras ,19.62,10.59
143 Oaxaca San Miguel Tilquiápam ,19.62,10.59
143 Oaxaca San Miguel Yotao ,19.62,10.59
143 Oaxaca San Pablo Cuatro Venados ,19.62,10.59
143 Oaxaca San Pablo Etla ,19.62,10.59
143 Oaxaca San Pablo Huitzo ,19.62,10.59
143 Oaxaca San Pablo Huixtepec ,19.62,10.59
143 Oaxaca San Pablo Villa de Mitla ,19.62,10.59
143 Oaxaca San Pedro Apóstol ,19.62,10.59
143 Oaxaca San Pedro Ixtlahuaca ,19.62,10.59
143 Oaxaca San Pedro Mártir ,19.62,10.59
143 Oaxaca San Pedro Ocotepec ,19.62,10.59
143 Oaxaca San Pedro Quiatoni ,19.62,10.59
143 Oaxaca San Pedro Taviche ,19.62,10.59
143 Oaxaca San Pedro Totolápam ,19.62,10.59
143 Oaxaca San Pedro y San Pablo Ayutla ,19.62,10.59
143 Oaxaca San Raymundo Jalpan ,19.62,10.59
143 Oaxaca San Sebastián Abasolo ,19.62,10.59
143 Oaxaca San Sebastián Teitipac ,19.62,10.59
143 Oaxaca San Sebastián Tutla ,19.62,10.59
143 Oaxaca San Vicente Coatlán ,19.62,10.59
143 Oaxaca San Vicente Lachixío ,19.62,10.59
143 Oaxaca Santa Ana del Valle ,19.62,10.59
143 Oaxaca Santa Ana Tlapacoyan ,19.62,10.59
143 Oaxaca Santa Ana Yareni ,19.62,10.59
143 Oaxaca Santa Ana Zegache ,19.62,10.59
143 Oaxaca Santa Catarina Ixtepeji ,19.62,10.59
143 Oaxaca Santa Catarina Lachatao ,19.62,10.59
143 Oaxaca Santa Catarina Minas ,19.62,10.59
143 Oaxaca Santa Catarina Quiané ,19.62,10.59
143 Oaxaca Santa Cruz Amilpas ,19.62,10.59
143 Oaxaca Santa Cruz Mixtepec ,19.62,10.59
143 Oaxaca Santa Cruz Papalutla ,19.62,10.59
143 Oaxaca Santa Cruz Xoxocotlán ,19.62,10.59
143 Oaxaca Santa Gertrudis ,19.62,10.59
143 Oaxaca Santa Inés de Zaragoza ,19.62,10.59
143 Oaxaca Santa Inés del Monte ,19.62,10.59
143 Oaxaca Santa Inés Yatzeche ,19.62,10.59
143 Oaxaca Santa Lucía del Camino ,19.62,10.59
143 Oaxaca Santa Lucía Ocotlán ,19.62,10.59
143 Oaxaca Santa María Alotepec ,19.62,10.59
143 Oaxaca Santa María Atzompa ,19.62,10.59
143 Oaxaca Santa María Coyotepec ,19.62,10.59
143 Oaxaca Santa María del Tule ,19.62,10.59
143 Oaxaca Santa María Guelacé ,19.62,10.59
143 Oaxaca Santa María Lachixío ,19.62,10.59
143 Oaxaca Santa María Peñoles ,19.62,10.59
143 Oaxaca Santa María Sola ,19.62,10.59
143 Oaxaca Santa María Temaxcalapa ,19.62,10.59
143 Oaxaca Santa María Tepantlali ,19.62,10.59
143 Oaxaca Santa María Tlahuitoltepec ,19.62,10.59
143 Oaxaca Santa María Yalina ,19.62,10.59
143 Oaxaca Santa María Zaniza ,19.62,10.59
143 Oaxaca Santiago Apóstol ,19.62,10.59
143 Oaxaca Santiago Atitlán ,19.62,10.59
143 Oaxaca Santiago Choápam ,19.62,10.59
143 Oaxaca Santiago Lalopa ,19.62,10.59
143 Oaxaca Santiago Matatlán ,19.62,10.59
143 Oaxaca Santiago Nacaltepec ,19.62,10.59
143 Oaxaca Santiago Suchilquitongo ,19.62,10.59
143 Oaxaca Santiago Tenango ,19.62,10.59
143 Oaxaca Santiago Textitlán ,19.62,10.59
143 Oaxaca Santiago Tlazoyaltepec ,19.62,10.59
143 Oaxaca Santiago Zacatepec ,19.62,10.59
143 Oaxaca Santiago Zoochila ,19.62,10.59
143 Oaxaca Santo Domingo Nuxaá ,19.62,10.59
143 Oaxaca Santo Domingo Roayaga ,19.62,10.59
143 Oaxaca Santo Domingo Teojomulco ,19.62,10.59
143 Oaxaca Santo Domingo Tepuxtepec ,19.62,10.59
143 Oaxaca Santo Domingo Tomaltepec ,19.62,10.59
143 Oaxaca Santo Tomás Jalieza ,19.62,10.59
143 Oaxaca Santo Tomás Mazaltepec ,19.62,10.59
143 Oaxaca Soledad Etla ,19.62,10.59
143 Oaxaca Tamazulápam del Espíritu Santo ,19.62,10.59
143 Oaxaca Tanetze de Zaragoza ,19.62,10.59
143 Oaxaca Taniche ,19.62,10.59
143 Oaxaca Teococuilco de Marcos Pérez ,19.62,10.59
143 Oaxaca Teotitlán del Valle ,19.62,10.59
143 Oaxaca Tlacolula de Matamoros ,19.62,10.59
143 Oaxaca Tlalixtac de Cabrera ,19.62,10.59
143 Oaxaca Totontepec Villa de Morelos ,19.62,10.59
143 Oaxaca Trinidad Zaachila ,19.62,10.59
143 Oaxaca Villa de Etla ,19.62,10.59
143 Oaxaca Villa de Zaachila ,19.62,10.59
143 Oaxaca Villa Díaz Ordaz ,19.62,10.59
143 Oaxaca Villa Hidalgo ,19.62,10.59
143 Oaxaca Villa Sola de Vega ,19.62,10.59
143 Oaxaca Villa Talea de Castro ,19.62,10.59
143 Oaxaca Yaxe ,19.62,10.59
143 Oaxaca Zimatlán de Álvarez ,19.62,10.59
143 Oaxaca Nejapa de Madero ,19.62,10.59
143 Oaxaca San Bartolo Yautepec ,19.62,10.59
143 Oaxaca San Carlos Yautepec ,19.62,10.59
143 Oaxaca San Juan Lajarcia ,19.62,10.59
143 Oaxaca San Lucas Camotlán ,19.62,10.59
143 Oaxaca San Miguel Quetzaltepec ,19.62,10.59
143 Oaxaca Santa Ana Tavela ,19.62,10.59
143 Oaxaca Santa María Quiegolani ,19.62,10.59
143 Oaxaca Santiago Ixcuintepec ,19.62,10.59
143 Oaxaca San Jerónimo Coatlán ,19.62,10.59
143 Oaxaca San Pedro Juchatengo ,19.62,10.59
144 Oaxaca Salina Cruz ,19.18,10.36
144 Oaxaca San Blas Atempa ,19.18,10.36
144 Oaxaca San Mateo del Mar ,19.18,10.36
144 Oaxaca San Pedro Huilotepec ,19.18,10.36
145 Oaxaca Acatlán de Pérez Figueroa ,19.63,10.60
145 Oaxaca Ayotzintepec ,19.63,10.60
145 Oaxaca Loma Bonita ,19.63,10.60
145 Oaxaca San Andrés Teotilálpam ,19.63,10.60
145 Oaxaca San Bartolomé Ayautla ,19.63,10.60
145 Oaxaca San Felipe Jalapa de Díaz ,19.63,10.60
145 Oaxaca San Felipe Usila ,19.63,10.60
145 Oaxaca San Francisco Chapulapa ,19.63,10.60
145 Oaxaca San José Chiltepec ,19.63,10.60
145 Oaxaca San José Independencia ,19.63,10.60
145 Oaxaca San José Tenango ,19.63,10.60
145 Oaxaca San Juan Bautista Tlacoatzintepec ,19.63,10.60
145 Oaxaca San Juan Bautista Tuxtepec ,19.63,10.60
145 Oaxaca San Juan Bautista Valle Nacional ,19.63,10.60
145 Oaxaca San Juan Coatzóspam ,19.63,10.60
145 Oaxaca San Lucas Ojitlán ,19.63,10.60
145 Oaxaca San Miguel Soyaltepec ,19.63,10.60
145 Oaxaca San Pedro Ixcatlán ,19.63,10.60
145 Oaxaca San Pedro Sochiápam ,19.63,10.60
145 Oaxaca San Pedro Teutila ,19.63,10.60
145 Oaxaca Santa María Jacatepec ,19.63,10.60
145 Oaxaca Santa María Tlalixtac ,19.63,10.60
145 Oaxaca Abejones ,19.63,10.60
145 Oaxaca Capulálpam de Méndez ,19.63,10.60
145 Oaxaca Chiquihuitlán de Benito Juárez ,19.63,10.60
145 Oaxaca Guelatao de Juárez ,19.63,10.60
145 Oaxaca Ixtlán de Juárez ,19.63,10.60
145 Oaxaca Natividad ,19.63,10.60
145 Oaxaca San Francisco Cajonos ,19.63,10.60
145 Oaxaca San Juan Atepec ,19.63,10.60
145 Oaxaca San Juan Chicomezúchil ,19.63,10.60
145 Oaxaca San Juan Evangelista Analco ,19.63,10.60
145 Oaxaca San Juan Lalana ,19.63,10.60
145 Oaxaca San Mateo Cajonos ,19.63,10.60
145 Oaxaca San Pablo Yaganiza ,19.63,10.60
145 Oaxaca San Pedro Cajonos ,19.63,10.60
145 Oaxaca San Pedro Yaneri ,19.63,10.60
145 Oaxaca Santa María Jaltianguis ,19.63,10.60
145 Oaxaca Santa María Yavesía ,19.63,10.60
145 Oaxaca Santiago Camotlán ,19.63,10.60
145 Oaxaca Santiago Jocotepec ,19.63,10.60
145 Oaxaca Santiago Laxopa ,19.63,10.60
145 Oaxaca Santiago Xiacuí ,19.63,10.60
145 Oaxaca Santo Domingo Albarradas ,19.63,10.60
145 Oaxaca Santo Domingo Xagacía ,19.63,10.60
145 Veracruz de Ignacio de la Llave Carlos A. Carrillo ,19.63,10.60
145 Veracruz de Ignacio de la Llave Chacaltianguis ,19.63,10.60
145 Veracruz de Ignacio de la Llave Cosamaloapan de Carpio ,19.63,10.60
145 Veracruz de Ignacio de la Llave Cotaxtla ,19.63,10.60
145 Veracruz de Ignacio de la Llave Isla ,19.63,10.60
145 Veracruz de Ignacio de la Llave Ixmatlahuacan ,19.63,10.60
145 Veracruz de Ignacio de la Llave José Azueta ,19.63,10.60
145 Veracruz de Ignacio de la Llave Juan Rodríguez Clara ,19.63,10.60
145 Veracruz de Ignacio de la Llave Otatitlán ,19.63,10.60
145 Veracruz de Ignacio de la Llave Playa Vicente ,19.63,10.60
145 Veracruz de Ignacio de la Llave Santiago Sochiapan ,19.63,10.60
145 Veracruz de Ignacio de la Llave Tierra Blanca ,19.63,10.60
145 Veracruz de Ignacio de la Llave Tlacojalpan ,19.63,10.60
145 Veracruz de Ignacio de la Llave Tres Valles ,19.63,10.60
145 Veracruz de Ignacio de la Llave Tuxtilla ,19.63,10.60
146 Oaxaca Candelaria Loxicha ,19.95,10.77
146 Oaxaca Pluma Hidalgo ,19.95,10.77
146 Oaxaca San Agustín Loxicha ,19.95,10.77
146 Oaxaca San Bartolomé Loxicha ,19.95,10.77
146 Oaxaca San Francisco Ozolotepec ,19.95,10.77
146 Oaxaca San Juan Ozolotepec ,19.95,10.77
146 Oaxaca San Mateo Piñas ,19.95,10.77
146 Oaxaca San Miguel del Puerto ,19.95,10.77
146 Oaxaca San Miguel Suchixtepec ,19.95,10.77
146 Oaxaca San Pedro el Alto ,19.95,10.77
146 Oaxaca San Pedro Pochutla ,19.95,10.77
146 Oaxaca Santa María Huatulco ,19.95,10.77
146 Oaxaca Santiago Xanica ,19.95,10.77
147 Oaxaca Mártires de Tacubaya ,20.39,11.01
147 Oaxaca Pinotepa de Don Luis ,20.39,11.01
147 Oaxaca San Andrés Huaxpaltepec ,20.39,11.01
147 Oaxaca San José Estancia Grande ,20.39,11.01
147 Oaxaca San Juan Bautista Lo de Soto ,20.39,11.01
147 Oaxaca San Juan Colorado ,20.39,11.01
147 Oaxaca San Lorenzo ,20.39,11.01
147 Oaxaca San Miguel Tlacamama ,20.39,11.01
147 Oaxaca San Pedro Atoyac ,20.39,11.01
147 Oaxaca San Pedro Jicayán ,20.39,11.01
147 Oaxaca San Sebastián Ixcapa ,20.39,11.01
147 Oaxaca Santa María Cortijo ,20.39,11.01
147 Oaxaca Santa María Huazolotitlán ,20.39,11.01
147 Oaxaca Santiago Llano Grande ,20.39,11.01
147 Oaxaca Santiago Pinotepa Nacional ,20.39,11.01
147 Oaxaca Santiago Tapextla ,20.39,11.01
147 Oaxaca Santo Domingo Armenta ,20.39,11.01
148 Oaxaca San Nicolás ,20.08,10.84
148 Oaxaca San Simón Almolongas ,20.08,10.84
148 Oaxaca Santa Cruz Xitla ,20.08,10.84
148 Oaxaca Yogana ,20.08,10.84
148 Oaxaca Miahuatlán de Porfirio Díaz ,20.08,10.84
148 Oaxaca Monjas ,20.08,10.84
148 Oaxaca San Andrés Paxtlán ,20.08,10.84
148 Oaxaca San Baltazar Loxicha ,20.08,10.84
148 Oaxaca San Cristóbal Amatlán ,20.08,10.84
148 Oaxaca San Francisco Logueche ,20.08,10.84
148 Oaxaca San Ildefonso Amatlán ,20.08,10.84
148 Oaxaca San José del Peñasco ,20.08,10.84
148 Oaxaca San José Lachiguiri ,20.08,10.84
148 Oaxaca San Juan Mixtepec ,20.08,10.84
148 Oaxaca San Luis Amatlán ,20.08,10.84
148 Oaxaca San Marcial Ozolotepec ,20.08,10.84
148 Oaxaca San Mateo Río Hondo ,20.08,10.84
148 Oaxaca San Miguel Coatlán ,20.08,10.84
148 Oaxaca San Pablo Coatlán ,20.08,10.84
148 Oaxaca San Pedro Mártir Quiechapa ,20.08,10.84
148 Oaxaca San Pedro Mixtepec ,20.08,10.84
148 Oaxaca San Sebastián Río Hondo ,20.08,10.84
148 Oaxaca Santa Ana ,20.08,10.84
148 Oaxaca Santa Catalina Quierí ,20.08,10.84
148 Oaxaca Santa Catarina Cuixtla ,20.08,10.84
148 Oaxaca Santa Catarina Loxicha ,20.08,10.84
148 Oaxaca Santa Catarina Quioquitani ,20.08,10.84
148 Oaxaca Santa Lucía Miahuatlán ,20.08,10.84
148 Oaxaca Santa María Colotepec ,20.08,10.84
148 Oaxaca Santa María Ozolotepec ,20.08,10.84
148 Oaxaca Santa María Tonameca ,20.08,10.84
148 Oaxaca Santa María Zoquitlán ,20.08,10.84
148 Oaxaca Santo Domingo de Morelos ,20.08,10.84
148 Oaxaca Santo Domingo Ozolotepec ,20.08,10.84
148 Oaxaca Santo Tomás Tamazulapan ,20.08,10.84
148 Oaxaca Sitio de Xitlapehua ,20.08,10.84
148 Oaxaca La Reforma ,20.08,10.84
148 Oaxaca San Agustín Chayuco ,20.08,10.84
148 Oaxaca San Andrés Cabecera Nueva ,20.08,10.84
148 Oaxaca San Gabriel Mixtepec ,20.08,10.84
148 Oaxaca San Juan Lachao ,20.08,10.84
148 Oaxaca San Juan Quiahije ,20.08,10.84
148 Oaxaca San Miguel Panixtlahuaca ,20.08,10.84
148 Oaxaca San Pedro Mixtepec ,20.08,10.84
148 Oaxaca San Sebastián Coatlán ,20.08,10.84
148 Oaxaca Santa Catarina Juquila ,20.08,10.84
148 Oaxaca Santa Catarina Mechoacán ,20.08,10.84
148 Oaxaca Santa Cruz Itundujia ,20.08,10.84
148 Oaxaca Santa Cruz Zenzontepec ,20.08,10.84
148 Oaxaca Santa María Temaxcaltepec ,20.08,10.84
148 Oaxaca Santiago Amoltepec ,20.08,10.84
148 Oaxaca Santiago Ixtayutla ,20.08,10.84
148 Oaxaca Santiago Jamiltepec ,20.08,10.84
148 Oaxaca Santiago Minas ,20.08,10.84
148 Oaxaca Santiago Tetepec ,20.08,10.84
148 Oaxaca Santiago Yaitepec ,20.08,10.84
148 Oaxaca Santos Reyes Nopala ,20.08,10.84
148 Oaxaca Tataltepec de Valdés ,20.08,10.84
148 Oaxaca Villa de Tututepec ,20.08,10.84
149 Guerrero Xochihuehuetlán ,19.47,10.51
149 Oaxaca San Andrés Tepetlapa ,19.47,10.51
149 Oaxaca San Juan Cieneguilla ,19.47,10.51
149 Oaxaca San Mateo Nejápam ,19.47,10.51
149 Oaxaca Zapotitlán Lagunas ,19.47,10.51
149 Puebla Acatlán ,19.47,10.51
149 Puebla Ahuehuetitla ,19.47,10.51
149 Puebla Albino Zertuche ,19.47,10.51
149 Puebla Axutla ,19.47,10.51
149 Puebla Chigmecatitlán ,19.47,10.51
149 Puebla Chila ,19.47,10.51
149 Puebla Chila de la Sal ,19.47,10.51
149 Puebla Chinantla ,19.47,10.51
149 Puebla Coatzingo ,19.47,10.51
149 Puebla Coyotepec ,19.47,10.51
149 Puebla Cuayuca de Andrade ,19.47,10.51
149 Puebla Guadalupe ,19.47,10.51
149 Puebla Ixcaquixtla ,19.47,10.51
149 Puebla Juan N. Méndez ,19.47,10.51
149 Puebla Petlalcingo ,19.47,10.51
149 Puebla Piaxtla ,19.47,10.51
149 Puebla San Jerónimo Xayacatlán ,19.47,10.51
149 Puebla San Miguel Ixitlán ,19.47,10.51
149 Puebla San Pablo Anicano ,19.47,10.51
149 Puebla San Pedro Yeloixtlahuaca ,19.47,10.51
149 Puebla Santa Catarina Tlaltempan ,19.47,10.51
149 Puebla Santa Inés Ahuatempan ,19.47,10.51
149 Puebla Tecomatlán ,19.47,10.51
